iter	RMSE
862	0.0513535798
863	0.05131720484
864	0.05124183698
865	0.05123635897
866	0.0511993792
867	0.05112921181
868	0.05107007454
869	0.05101521579
870	0.05095133206
871	0.05090474968
872	0.05088758461
873	0.05081074096
874	0.05077314055
875	0.05068765136
876	0.05064061295
877	0.05058815869
878	0.05058461684
879	0.05050110988
880	0.0504408807
881	0.0503847403
882	0.05037678077
883	0.05034802387
884	0.05028575518
885	0.05028130382
886	0.05022279738
887	0.05014311373
888	0.05012574802
889	0.05006605791
890	0.05006280686
891	0.05004419529
892	0.04998184969
893	0.04996503043
894	0.04994091425
895	0.0498946867
896	0.04987855141
897	0.04986296497
898	0.04981427094
899	0.04977682016
900	0.04974127434
901	0.04968008692
902	0.04966843257
903	0.04963708839
904	0.04960391303
905	0.04957279231
906	0.04954282269
907	0.04951736636
908	0.04949566883
909	0.04942581377
910	0.04941868253
911	0.04940533583
912	0.0493883777
913	0.04934049663
914	0.04925146974
915	0.04921459965
916	0.04920747645
917	0.04914969516
918	0.04908422024
919	0.04906780245
920	0.04903409012
921	0.04899606732
922	0.04892703097
923	0.04887443444
924	0.04884391245
925	0.04882393774
926	0.04880366034
927	0.04876290922
928	0.04872448079
929	0.04869442677
930	0.04867369654
931	0.04860845386
932	0.04860533127
933	0.04856859858
934	0.04855239411
935	0.04845837567
936	0.0484327237
937	0.04841982036
938	0.04840195706
939	0.04838129613
940	0.04836781739
941	0.0483196763
942	0.04831763878
943	0.04830666047
944	0.04823021027
945	0.04821728381
946	0.04815886881
947	0.04815640596
948	0.048100124
949	0.04809536023
950	0.04803794936
951	0.04801476356
952	0.04801284291
953	0.04794900588
954	0.04793378211
955	0.04785315875
956	0.04782392853
957	0.0477801056
958	0.04770643566
959	0.04768088377
960	0.04761546204
961	0.04755875797
962	0.04753386766
963	0.04751784328
964	0.04749636326
965	0.04744253098
966	0.04738263899
967	0.047365164
968	0.04731621228
969	0.04726112866
970	0.0472467622
971	0.04718943937
972	0.04715280984
973	0.04711169466
974	0.04703569812
975	0.04695554299
976	0.04691800689
977	0.04691015265
978	0.04690832897
979	0.04687196782
980	0.04683388922
981	0.04680750609
982	0.04679609957
983	0.04674874162
984	0.0467217343
985	0.04666815121
986	0.0466660194
987	0.04659753959
988	0.04657439448
989	0.04655256814
990	0.04653557073
991	0.0465049149
992	0.04642270716
993	0.04638808863
994	0.04637509338
995	0.04637138354
996	0.04636075129
997	0.04635584956
998	0.04631449397
999	0.04628774546
